Title,Link,Company,Location,City,Is_Recent,Type,Experience_Type,Years_Of_Experience,Skills_Count,Skills_Set
"high school female physics teacher - abu dhabi, asap 2023",https://wuzzuf.net/jobs/p/ISbhgMGH8EqQ-high-school-female-physics-teacher---abu-dhabi-asap-2023-Teachanywhere-Dubai-United-Arab-Emirates?o=1904&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Teachanywhere,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Education/Teaching', 'Education', 'Teaching', 'Math', 'English', 'School', 'Biology', 'Mathematics']"
Maintenance Technician - Environment,https://wuzzuf.net/jobs/p/zp1ZHRLIZ23l-Maintenance-Technician---Environment-SANS-Riyadh-Saudi-Arabia?o=1905&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,SANS,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Mechanical/Electrical', 'Maintenance', 'Information Technology (IT)', 'Technical Support', 'Mechanical Engineering', 'Technician', 'Engineering', 'Mobile Maintenance']"
Lead Industrial Analyst (Analyst),https://wuzzuf.net/jobs/p/tqoTvujpDrfi-Lead-Industrial-Analyst-Analyst-MphExperts-Riyadh-Saudi-Arabia?o=1906&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,MphExperts,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Business Analysis', 'Computer Science', 'Microsoft Office', 'Business Development', 'CBAP']"
R2R Accountant,https://wuzzuf.net/jobs/p/IPNab6wFlGoZ-R2R-Accountant-S-C-Johnson-Son-Inc-Cairo-Egypt?o=1907&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,"S. C. Johnson & Son, Inc.","Cairo, Egypt ",Egypt,False,Full Time,Not specified,0,10,"['Accounting/Finance', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Accounting', 'Finance', 'Financial Analysis', 'Accounts Receivable', 'ERP', 'FMCG', 'A/R']"
Graphic Designer,https://wuzzuf.net/jobs/p/hTbGFExh66iW-Graphic-Designer-Minor-Hotels-Group-Dubai-United-Arab-Emirates?o=1908&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Minor Hotels Group,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Graphic Design', 'Adobe Photoshop', 'Design', 'Adobe Illustrator', 'Adobe Indesign', 'Marketing', 'Social Media']"
Graphic Designer,https://wuzzuf.net/jobs/p/SAQHNxeOqpzg-Graphic-Designer-Minor-International-Dubai-United-Arab-Emirates?o=1909&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Minor International,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Graphic Design', 'Adobe Photoshop', 'Design', 'Adobe Illustrator', 'Adobe Indesign', 'Marketing', 'Social Media']"
Telesales Executive,https://wuzzuf.net/jobs/p/jiFRfQdP6bLO-Telesales-Executive-Expert-Hub-Robotic-Solutions-Dubai-United-Arab-Emirates?o=1910&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Expert Hub Robotic Solutions,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Business Development', 'Customer Service/Support', 'Sales/Retail', 'Customer Service', 'Sales', 'Sales Skills', 'Telesales', 'Customer Care', 'Customer Support', 'Sales Target']"
Telesales Executive,https://wuzzuf.net/jobs/p/CaiigjZCXul5-Telesales-Executive-Dubizzle-Limited-Dubai-United-Arab-Emirates?o=1911&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Dubizzle Limited,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Business Development', 'Customer Service/Support', 'Sales/Retail', 'Customer Service', 'Sales', 'Sales Skills', 'Telesales', 'Customer Care', 'Customer Support', 'Sales Target']"
Business Development Specialist,https://wuzzuf.net/jobs/p/6nbcsF3mKIib-Business-Development-Specialist-Local-Content-And-Government-Procurement-Authority-Riyadh-Saudi-Arabia?o=1912&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Local Content And Government Procurement Authority,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail', 'Business Development', 'Sales', 'Sales Skills', 'Sales Target', 'Marketing', 'Customer Service', 'Customer Support']"
Senior Machine Learning/ Data Science Engineer,https://wuzzuf.net/jobs/p/SRYwwjHGOKb1-Senior-Machine-Learning-Data-Science-Engineer-Si-Ware-System-Cairo-Egypt?o=1913&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Si-Ware System,"Cairo, Egypt ",Egypt,False,Full Time,Not specified,0,10,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Python', 'Software Engineering', 'Information Technology (IT)', 'Computer Science', 'Machine Learning', 'C++', 'NLP']"
Telesales Executive,https://wuzzuf.net/jobs/p/D0qDaE6ZQRIE-Telesales-Executive-Bayut-dubizzle-Dubai-United-Arab-Emirates?o=1914&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Bayut | dubizzle,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Business Development', 'Customer Service/Support', 'Sales/Retail', 'Customer Service', 'Sales', 'Sales Skills', 'Telesales', 'Customer Care', 'Customer Support', 'Sales Target']"
IT Helpdesk Officer - CNTG,https://wuzzuf.net/jobs/p/wkrKrVGgZSGx-IT-Helpdesk-Officer---CNTG-enoc-Dubai-United-Arab-Emirates?o=1915&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,enoc,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Computer Science', 'Installation', 'Maintenance', 'CCNA', 'Computer Engineering', 'Engineering']"
Senior Experience Designer (role based in Oman),https://wuzzuf.net/jobs/p/ei0donBPPsyy-Senior-Experience-Designer-role-based-in-Oman-Publicis-Group-Dubai-United-Arab-Emirates?o=1916&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Publicis Group,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Adobe Photoshop', 'Adobe Illustrator', 'Graphic Design', 'Adobe Indesign', 'Information Technology (IT)', 'Computer Science']"
Telesales Executive,https://wuzzuf.net/jobs/p/wVsdJ8rYqa9V-Telesales-Executive-Bayut-Dubai-United-Arab-Emirates?o=1917&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Bayut,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Business Development', 'Customer Service/Support', 'Sales/Retail', 'Customer Service', 'Sales', 'Sales Skills', 'Telesales', 'Customer Care', 'Customer Support', 'Sales Target']"
Operations Analyst,https://wuzzuf.net/jobs/p/9rXvWwqusCr4-Operations-Analyst-Hex-Trust-Dubai-United-Arab-Emirates?o=1918&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Hex Trust,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Operations/Management', 'Analyst/Research', 'Sales/Retail', 'Analysis', 'Operations', 'Sales', 'Sales Skills', 'Indoor Sales', 'Outdoor Sales', 'Information Technology (IT)']"
Customer Service Supervisor,https://wuzzuf.net/jobs/p/0PxLL3sVZHat-Customer-Service-Supervisor-Farfetch-Cairo-Egypt?o=1919&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Farfetch,"Cairo, Egypt ",Egypt,False,Full Time,Not specified,0,10,"['Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'Customer Service', 'Customer Support', 'Customer Care', 'Call Center', 'Communication Skills', 'Microsoft Office', 'English']"
Service Sales Engineer,https://wuzzuf.net/jobs/p/CLi9PmPLx8uT-Service-Sales-Engineer-Juma-Al-Majid-Group-Dubai-United-Arab-Emirates?o=1920&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Juma Al Majid Group,"Dubai, United Arab Emirates ",Emirates,False,Full Time,Not specified,0,10,"['Sales/Retail', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'Sales', 'Sales Skills', 'Engineering', 'Sales Target', 'Customer Service', 'Electrical Engineering', 'Mechanical Engineering']"
Animator,https://wuzzuf.net/jobs/p/pdBEcIFDUVZL-Animator-AKQA-São-Paulo-Cairo-Egypt?o=1921&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,AKQA São Paulo,"Cairo, Egypt ",Egypt,False,Full Time,Not specified,0,10,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Animation', 'Adobe Photoshop', 'Adobe Illustrator', 'Design', 'Graphic Design', 'Information Technology (IT)', 'Computer Science']"
Motion Graphics Designer,https://wuzzuf.net/jobs/p/pMjox1hMx6BS-Motion-Graphics-Designer-AKQA-São-Paulo-Cairo-Egypt?o=1922&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,AKQA São Paulo,"Cairo, Egypt ",Egypt,False,Full Time,Not specified,0,10,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Graphic Design', 'Adobe Photoshop', 'Adobe Illustrator', 'Design', 'Adobe Indesign', 'Social Media', 'Marketing']"
Graphic Designer,https://wuzzuf.net/jobs/p/C61ayLjPqanp-Graphic-Designer-Abdel-Rahim-Koueider-Cairo-Egypt?o=1923&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Abdel Rahim Koueider,"Cairo, Egypt ",Egypt,False,Full Time,Entry Level,2,7,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Graphic', 'graphic designer', 'Graphic Design', 'Arts', 'Design']"
Business Development Representative,https://wuzzuf.net/jobs/p/GozlyagBmQSr-Business-Development-Representative-RevealSite-Cairo-Egypt?o=1924&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,RevealSite,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,4,"['Business Development', 'Sales/Retail', 'Business Development', 'Sales']"
Senior Full Stack Developer,https://wuzzuf.net/jobs/p/5L7n2vcXEPlz-Senior-Full-Stack-Developer-Aria-Systems-Cairo-Egypt?o=1925&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Aria Systems,"Maadi, Cairo, Egypt ",Egypt,False,Part Time,Manager,1,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Full Stack', 'CSS', 'Angular', 'HTML', 'Information Technology (IT)', 'Java', 'jQuery']"
Senior Java Developer,https://wuzzuf.net/jobs/p/5UlDk6JiUNng-Senior-Java-Developer-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=1926&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Fawry for Banking Technology and Electronic Payments S.A.E,"Smart Village, Giza, Egypt ",Egypt,False,Full Time,Experienced,4,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'Java', 'Information Technology (IT)', 'Engineering', 'Development', 'Design', 'Software Development', 'SQL']"
Operations Engineer,https://wuzzuf.net/jobs/p/QqeL5CgvaJWc-Operations-Engineer-Talaat-Moustafa-Group-Cairo-Egypt?o=1927&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Talaat Moustafa Group,"Madinaty, Cairo, Egypt ",Egypt,False,Full Time,Entry Level,0,11,"['0 - 3 Yrs of Exp', 'IT/Software Development', 'Operations/Management', 'Engineering - Telecom/Technology', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'Troubleshooting', 'Infrastructure', 'Networking', 'Operations']"
Procurement Officer,https://wuzzuf.net/jobs/p/RqrVuRPtxZWa-Procurement-Officer-Anchor-Consultancy-Cairo-Egypt?o=1928&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Anchor Consultancy,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,5,"['Purchasing/Procurement', 'Procurement', 'Microsoft Office', 'Logistics', 'English']"
Senior Purchasing Specialist,https://wuzzuf.net/jobs/p/2S3bBErw3KXn-Senior-Purchasing-Specialist-TechnoBit-Group-Cairo-Egypt?o=1929&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,TechnoBit Group,"Sharabeya, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Administration', 'Sales/Retail', 'Purchasing/Procurement', 'Purchasing', 'Procurement', 'Supply', 'Supply Chain', 'Logistics', 'Administration', 'Business Administration']"
Sales online,https://wuzzuf.net/jobs/p/m6JCOYwkFHVK-Sales-online-CosmoCare-Group-Sharqia-Egypt?o=1930&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,CosmoCare Group,"10th of Ramadan City, Sharqia, Egypt ",Egypt,False,Full Time,Experienced,3,6,"['Marketing/PR/Advertising', 'Sales/Retail', 'Sales', 'Marketing', 'sales skills', 'Sales Target']"
Fullstack Developer (PHP + Frontend Technologies),https://wuzzuf.net/jobs/p/MzmNI9CunFqp-Fullstack-Developer-PHP-Frontend-Technologies-Cairo-Egypt?o=1931&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['IT/Software Development', 'Full Stack', 'Front-End Development', 'CSS', 'Software Development', 'Programming Language', 'JavaScript', 'PHP', 'CSS3', 'HTML5']"
Oracle Developer,https://wuzzuf.net/jobs/p/gYCyx8jdUDaT-Oracle-Developer-National-Paints-Cairo-Egypt?o=1932&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,National Paints,"Obour City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['IT/Software Development', 'Project/Program Management', 'Engineering - Telecom/Technology', 'English', 'Information Technology (IT)', 'ITIL', 'MIS', 'OCP', 'Oracle', 'Science']"
Customer Service Specialist,https://wuzzuf.net/jobs/p/1wqcHjemrSjD-Customer-Service-Specialist-NEW-GCC-GROUP-LIMITLESS-Cairo-Egypt?o=1933&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,NEW GCC GROUP LIMITLESS,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,9,"['Customer Service/Support', 'Logistics/Supply Chain', 'Sales/Retail', 'Customer Service', 'Sales', 'Customer Care', 'Experience', 'Support', 'Education']"
Senior Software Development Team Lead,https://wuzzuf.net/jobs/p/sQDzWpRP6SGt-Senior-Software-Development-Team-Lead-Globaction-Giza-Egypt?o=1934&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Globaction,"6th of October, Giza, Egypt ",Egypt,False,Full Time,Manager,4,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Leadership', 'English', 'Innovation', 'creativity', 'Information Technology (IT)', 'MySQL', 'Software Development', 'SQL']"
Senior Application Support Engineer,https://wuzzuf.net/jobs/p/qjSrtDkgZcft-Senior-Application-Support-Engineer-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=1935&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Fawry for Banking Technology and Electronic Payments S.A.E,"Smart Village, Giza, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering', 'Computer Science', 'SQL', 'Oracle', 'Application Servers', 'IBM', 'Websphere']"
Customer Support Advisor,https://wuzzuf.net/jobs/p/8FFBXVa2hdVy-Customer-Support-Advisor-Ramtrade-Cairo-Egypt?o=1936&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Ramtrade,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Entry Level,2,10,"['Customer Service/Support', 'Operations/Management', 'Sales/Retail', 'CRM', 'CRM Systems', 'Communication', 'Customer', 'Customer Care', 'Customer Service', 'Customer Support']"
Senior Architect Engineer,https://wuzzuf.net/jobs/p/f3hUSbPPAqd6-Senior-Architect-Engineer-remaba-desings-Giza-Egypt?o=1937&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,remaba desings,"Giza, Giza, Egypt ",Egypt,False,Full Time,Experienced,4,8,"['Engineering - Construction/Civil/Architecture', 'Architecture', 'Adobe Photoshop', 'Engineering', 'AutoCAD', 'Software', 'Design', 'Construction']"
Business Development Engineer,https://wuzzuf.net/jobs/p/T2LTzugCAHHk-Business-Development-Engineer-Golden-Developer-Cairo-Egypt?o=1938&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Golden Developer,"Shorouk City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,1,5,"['Business Development', 'Business Development', 'Information Technology (IT)', 'Business Administration', 'business']"
Pattern Engineer,https://wuzzuf.net/jobs/p/SXzDKOhyOdmK-Pattern-Engineer-Sierra-Engineering-Manufacturing-Cairo-Egypt?o=1939&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Sierra Engineering & Manufacturing,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Engineering - Mechanical/Electrical', 'Engineering', 'Design Patterns', 'Design', 'Mechanical Engineering', 'Mechanical', 'Snipping', 'Milling', 'Cutting Tools', 'Autodesk']"
Telesales Executive,https://wuzzuf.net/jobs/p/fiZ4Z1mpihM3-Telesales-Executive-THRIII-Giza-Egypt?o=1940&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,THRIII,"Dokki, Giza, Egypt ",Egypt,False,Full Time,Experienced,1,8,"['Business Development', 'Customer Service/Support', 'Marketing/PR/Advertising', 'Lead Generation', 'Sales', 'Selling', 'Digital Marketing', 'Telesales']"
Logistic Coordinator,https://wuzzuf.net/jobs/p/SyL0JHGgXLTF-Logistic-Coordinator-Cairo-Egypt?o=1941&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Obour City, Cairo, Egypt ",Egypt,False,Full Time,Entry Level,0,4,"['0 - 2 Yrs of Exp', 'Logistics/Supply Chain', 'Communication', 'Communication skills']"
Sales Promoter,https://wuzzuf.net/jobs/p/edRDNM08wvUG-Sales-Promoter-Monglish-Academy-Alexandria-Egypt?o=1942&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Monglish Academy,"San Stefano, Alexandria, Egypt ",Egypt,False,Full Time,Experienced,1,8,"['Sales/Retail', 'Communication skills', 'Sales Target', 'Skills', 'Sales', 'promoter', 'Sales promoter', 'sales skills']"
Senior PHP Developer (WHMCS & CPanel),https://wuzzuf.net/jobs/p/V3vCdLcZpBtm-Senior-PHP-Developer-WHMCS-CPanel-Link-Datacenter-Cairo-Egypt?o=1943&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Link Datacenter,"Maadi, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Business Development', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Agile', 'Angular', 'Computer Science', 'CSS3', 'Software Engineering', 'HTML', 'Information Technology (IT)']"
Pre Sales Engineer,https://wuzzuf.net/jobs/p/8VGtpriz00q6-Pre-Sales-Engineer-Giza-Systems-Cairo-Egypt?o=1944&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Giza Systems,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,4,6,"['IT/Software Development', 'Pre-Sales', 'scoping', 'services delivery processes', 'IT', 'Pricing']"
Cost Control Supervisor,https://wuzzuf.net/jobs/p/Ef75T3jZgi9K-Cost-Control-Supervisor-French-Spirit-LA-DUREE-Cairo-Egypt?o=1945&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,French Spirit (LA DUREE),"Heliopolis, Cairo, Egypt ",Egypt,False,Full Time,Experienced,5,3,"['Hospitality/Hotels/Food Services', 'Hotel, Restaurant, Catering', 'Food & Beverage']"
Head OF Accounting,https://wuzzuf.net/jobs/p/V9AaSUnqY1Fy-Head-OF-Accounting-Modern---Plast-Cairo-Egypt?o=1946&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Modern - Plast,"Cairo, Egypt ",Egypt,False,Full Time,Manager,5,5,"['Accounting/Finance', 'Accounting', 'business', 'Finance', 'Leadership']"
Customer Service Specialist,https://wuzzuf.net/jobs/p/NKoJoMx2KOGe-Customer-Service-Specialist-Entercise-Giza-Egypt?o=1947&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Entercise,"Mohandessin, Giza, Egypt ",Egypt,False,Full Time,Experienced,2,5,"['Customer Service/Support', 'Customer Service', 'Customer Satisfaction', 'Customer Support', 'customer complaints']"
Software Tester,https://wuzzuf.net/jobs/p/xj5dkj8SSSrE-Software-Tester-CloudzLab-Cairo-Egypt?o=1948&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,CloudzLab,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['IT/Software Development', 'Computer Science', 'Agile', 'Information Technology (IT)', 'Engineering', 'Quality Control', 'Quality Assurance', 'Regression Testing', 'Software Testing', 'Testing']"
Dynamics 365 Functional Consultant F&O,https://wuzzuf.net/jobs/p/fIIFjQlv90hJ-Dynamics-365-Functional-Consultant-FO-Dynamics-Solution-And-Technology-Jeddah-Saudi-Arabia?o=1949&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Dynamics Solution And Technology,"Jeddah, Saudi Arabia ",Saudi,False,Full Time,Experienced,4,10,"['Accounting/Finance', 'IT/Software Development', 'Strategy/Consulting', 'Dynamics 365', 'D365', 'ERP', 'Information Technology (IT)', 'Dynamics AX', 'Microsoft dynamics 365', 'Supply Chain']"
Core Banking Technical Support,https://wuzzuf.net/jobs/p/LzYwFVgDYW8k-Core-Banking-Technical-Support-SSC-Egypt-Cairo-Egypt?o=1950&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,SSC Egypt,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,4,"['Banking', 'Banking', 'Oracle', 'SQL']"
Materials Science Engineer,https://wuzzuf.net/jobs/p/nvpbeoFO0MMK-Materials-Science-Engineer-PowerCom-Cairo-Egypt?o=1951&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,PowerCom,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Other', 'Computer Science', 'Engineering', 'Information Technology (IT)', 'Materials Science', 'Materials', 'Mechanical', 'Mechanical Engineering']"
Reliability Engineer,https://wuzzuf.net/jobs/p/kXJLyIdXwGds-Reliability-Engineer-Freelancer-Cairo-Egypt?o=1952&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Freelancer,"Nozha, Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,6,"['Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Electrical Engineering', 'Engineering', 'quality', 'Reliability']"
"Microbiology Specialist ""Non sterile""-Alexandria",https://wuzzuf.net/jobs/p/p6Z81ooENvXl-Microbiology-Specialist-Non-sterile-Alexandria-Pharaonia-Pharma-Alexandria-Egypt?o=1953&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Pharaonia Pharma,"Bourj Alarab, Alexandria, Egypt ",Egypt,False,Full Time,Entry Level,0,8,"['0 - 2 Yrs of Exp', 'Quality', 'Pharmaceutical', 'Quality Control', 'Pharmaceuticak', 'Microbiology', 'Nonsterile', 'chemist']"
Property Consultant,https://wuzzuf.net/jobs/p/ab4kUg00cAvW-Property-Consultant-Q-Developments-Alexandria-Egypt?o=1954&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Q Developments,"Alexandria, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['Sales/Retail', 'broker', 'Communication', 'Experience', 'MS Office', 'Property', 'Property consultant', 'Real Estate', 'Sales', 'sales skills']"
Issuing Fraud Monitoring Analyst,https://wuzzuf.net/jobs/p/VuDQXRc9jgBB-Issuing-Fraud-Monitoring-Analyst-Network-International--Egypt-Cairo-Egypt?o=1955&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Network International -Egypt,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Entry Level,0,7,"['0 - 2 Yrs of Exp', 'Banking', 'Fraud detection', 'Card Fraud', 'Fraud Monitoring', 'Inbound Calls', 'Call center']"
Senior PHP Web Developer- Symfony & Laravel,https://wuzzuf.net/jobs/p/qQ0LQYY0wNBh-Senior-PHP-Web-Developer--Symfony-Laravel-GetTechForce-com-Cairo-Egypt?o=1956&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,GetTechForce.com,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,5,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Agile', 'AWS', 'Computer Science', 'CSS', 'Design', 'Git', 'HTML', 'Information Technology (IT)']"
Data Scientist Engineer,https://wuzzuf.net/jobs/p/FpcUl8JJzRGY-Data-Scientist-Engineer-ArabWork-Cairo-Egypt?o=1957&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,ArabWork,"Cairo, Egypt ",Egypt,False,Full Time,,5,7,"['IT/Software Development', 'Computer Science', 'Software', 'Data', 'Programming', 'Computer Engineering', 'Information Technology (IT)']"
SQL Database Lead Administrator,https://wuzzuf.net/jobs/p/bhOhcXt0ozgE-SQL-Database-Lead-Administrator-INDEVCO-Giza-Egypt?o=1958&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,INDEVCO,"Sheikh Zayed, Giza, Egypt ",Egypt,False,Full Time,Experienced,3,6,"['IT/Software Development', 'SQL', 'Database', 'database administration', 'Information Technology (IT)', 'Computer Science']"
Production Engineer,https://wuzzuf.net/jobs/p/3dizz3FjWxjB-Production-Engineer-BariQ-Giza-Egypt?o=1959&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,BariQ,"6th of October, Giza, Egypt ",Egypt,False,Full Time,Entry Level,1,10,"['Manufacturing/Production', 'Engineering - Other', 'Engineering', 'Production Engineering', 'LEAN', 'Lean manufacturing', 'Manufacturing', 'Mechanical Engineering', 'Plastics', 'Production']"
Showroom Advisor,https://wuzzuf.net/jobs/p/xjzrQko6IiI4-Showroom-Advisor-NAGADA-Giza-Egypt?o=1960&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,NAGADA,"Dokki, Giza, Egypt ",Egypt,False,Full Time,Experienced,1,11,"['females_only', 'Customer Service/Support', 'Sales/Retail', 'Fashion', 'Retail', 'Fashion', 'Sales', 'Sales Planning', 'Sales Strategies', 'Indoor Sales', 'Outdoor Sales']"
Buyer,https://wuzzuf.net/jobs/p/tkKnHYvKBRTt-Buyer-Air-Products-Middle-East-FZE-Riyadh-Saudi-Arabia?o=1961&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Air Products (Middle East) FZE,"Riyadh, Saudi Arabia ",Saudi,False,Full Time,Not specified,0,10,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Purchasing/Procurement', 'Marketing', 'Social Media', 'Media', 'Digital Marketing', 'Purchasing', 'Digital Media', 'E-marketing']"
Quality Control Engineer,https://wuzzuf.net/jobs/p/h8uBup9YY5oV-Quality-Control-Engineer-Breadfast-Cairo-Egypt?o=1962&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Breadfast,"Cairo, Egypt ",Egypt,False,Full Time,Entry Level,2,7,"['Manufacturing/Production', 'Quality', 'ISO', 'FMCG', 'Engineering', 'Manufacturing', 'quality']"
